과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,133조의2,"[133조의2] 특허무효심판에서의 정정청구기간, [137조] 정정무효심판에서의 정정청구기간","133조의2 특허무효심판에서의 정정청구기간 137조 정정무효심판에서의 정정청구기간 이 두 경우에만 공통적으로 ""이 경우 심판장이 제147조제1항에 따라 지정된 기간 후에도 청구인[특허권자]이 증거를 제출하거나 새로운 무효사유를 주장함으로 인하여 정정청구를 허용할 필요가 있다고 인정하는 경우에는 기간을 정하여 정정청구를 하게 할 수 있다."" 라면서 추가적으로 정정청구 기회를 주고 있는데요. 청구인[특허권자]이 증거를 제출한다는 것은, 무효심판청구인[이해관계인,심사관]이 자유롭게 청구이유를 보정할 수 있음(140②에 의해 요지변경 아님)에 대응하여 특허권자도 증거를 제출하면서 정정청구하는 것이라고 책에 써있는데요. 예를 들어 무효심판청구인이 또다른 새 인용발명을 들이밀어서 진보성 위반의 청구이유를 변경하면 특허권자는 어떤 증거를 제출하는 것이길래 대응하는 모습이 되는 것인가요? ""그 인용발명은 공지된 것이 아니다""...이런 증거를 말하는 것일까요? [질문1] 그리고 올해 개정되면서 들어온 내용인데요... 청구인[특허권자]이 새로운 무효사유를 주장한다는 것은 무효심판청구인은 모르지만 특허권자 스스로 조바심에 자기 특허권에 무효사유가 있으니 정정청구를 할수 있게 해달라는 것인가요? 아니면 심판관이 직권심리로 새로운 무효사유 발견하여 주장하는 경우인가요? [질문2] 저작자 표시컨텐츠변경비영리","법 제133조제1항후문이 전문을 수식하고 있고, 여기서 청구인은 무효심판의 청구인을 말하는 것입니다. 열공하세요~", ,,17.12.10
특허법,조문,136조2항,[136조 2항 1호 단서] 취소신청절차가 진행중에 정정심판청구가 예외적으로 허용되는 케이스,"보통 취소신청은 등록공고일~6월까지 신청하여 초반에 부실특허를 잡아내려고 하는 것이고, 신속히 마무리를 지으려고 조문 곳곳에 긴시간 거릴 절차들을 제한하고 있는데요. 특허권자의 방어권을 보장하기 위해 취소신청절차내에서도 정정청구를 허용하고 있습니다. 그래서 이 단계에서는 정정심판청구를 불허하고 있고요. 그런데, 이 취소신청절차가 특허법원으로 넘어간 경우, 특허청장은 제한설을 따르므로 특허권자는 정정심판청구를 허용할 필요가 없는데, 하나의 예외가 별도의 특허무효심판,정정무효심판이 특허법원에 넘어온경우 무효심판청구인은 무제한설이므로 특허권자의 방어권보장차원에 정정심판을 또 별도로 청구할 수 있다고 하는데요. 이러한 케이스를 곰곰이 생각해보면 취소신청절차가 특허법원까지 넘어온 뒤, 사실상 우연한 사정(별도로 이해관계인 or 심사관이 무효심판을 청구하여, 그것이 특허법원에 넘어간 경우)에 의해 취소신청절차의 특허법원절차에서 불가능했던 정정심판청구를 이제는 가능하게 된다는 건가요? 즉, 간단히 말해 신속성이 중요한 취소신청절차에서, 우연한 사정이 생기는 경우, 어쩔수 없이(방어권보장차원) 긴 시간이 거릴 정정심판청구를 허용하는 것이라고 이해하면 되나요? 저작자 표시컨텐츠변경비영리","네. 특허권자의 방어권 행사도 생각해 봐야 합니다. 무효심판에 대한 심결취소소송에서 이해관계인의 새로운 주장이 허용되는데, 우연히 취소신청이 계속중이라는 이유로 정정심판을 청구할 수 없다면 방어권을 심각히 제한하게 됩니다. 열공하세요~", ,,17.12.10
특허법,조문,140조,[140조] 심판청구서의 보정 중 요지변경에 해당하는 사례 관련 질문,"안녕하세요 변리사님 심판청구서의 보정 중 요지변경에 해당하는 사례 관련 질문이 있습니다. 이지특허법 p.1056 3.요지변경으로 보는 구체적인 사례 (2)사건의 표시 및 청구취지의 보정 2) 또한, 특허무효심판의 대상 중 청구항을 변경시키는 보정 역시 요지변경이다. 특허무효심판은 청구항을 달리 하면 청구취지를 달리하기 때문이다. 다만, 여러 청구항의 무효를 구하다가 그 중 일부항의 무효만을 구하는 것은 청구취지의 감축이다. 1. 위 볼드체 문장의 각주를 보니, 이 경우 피청구인이 답변서를 제출한 경우라면 동의를 얻어야 한다. 고 되어 있습니다. 일부 청구항에 대한 취하로 처리한다는 뜻인지요? 2. 위 볼드체의 경우 요지변경에 해당하는 것이 맞는지요? 140조 요지변경의 예외에 별도로 규정되어 있지 않는 것을 고려했을 때 요지변경에 해당하는 것으로 이해하였는데 다만 이라는 접속사로 연결되어 있어서 요지변경이 아닌 것인지 헷깔려서 질문 드립니다. 감사합니다.",안녕하세요? 1. 네 2. 요지변경이 아니라는 것입니다. 열공하세요~, ,,17.12.12
특허법,조문,163조,[163조] 전부무효와 일부무효간 일사부재리,안녕하세요 임병웅 변리사님 일사부재리를 공부하다가 질문이 있어서 글을 남깁니다 객관식 문제집에서는 무효심판의 무효심결이 확정된 경우에 특허권 소멸로 심판대상 부존재로 심결각하 된다고 봤는데요 교과서에서는 일부청구항에 대한 무효심판과 전체 청구항에 대한 무효심판 사이에 일사부재리가 적용된다고 나와있었습니다 질문은 그렇다면 교과서의 저 문구는 일부무효심결확정 후 전부무효심판 청구시만 적용되는게 아닌가요? 바쁘실텐데 긴 질문 읽어주셔서 감사합니다.,"안녕하세요? 전부무효심결이 확정된 경우 일부무효심판은 전체 심결각하, 일부무효심결이 확정된 경우 전부무효심판은 무효심결이 확정된 청구항만 심결각하 됩니다. 열공하세요~", ,,17.12.12
특허법,조문,159조,[159조] 심판의 이유,"안녕하세요 변리사님. 심판의 이유가 다른 경우에 대해 질문이 있습니다. 1. 인용발명은 동일 but 무효사유가 다른 경우 2, 무효사유는 동일 but 인용발명이 다른 경우. 위 1,2모두 심판의 이유가 다른 경우가 맞나요? 저작자 표시컨텐츠변경비영리",안녕하세요? 네. 맞습니다. 열공하세요, ,,17.12.15
특허법,문제,148조,[148조] 심판관의 제척/기피 요인,"객관식 문제집 686p 2번 지문 해설 : 기피원인이 (제척원인)보다 포괄적이다. 따라서 법정된 제척사유 이외의 것이 기피원인이 될 수 있다. 여기서 기피원인이 보다 포괄적이라는 말의 뜻을, 기피원인이 제척원인을 그대로 포함하고 있다고 이해했습니다. 객관식 690p 문제 : 다음 중 심판관의 기피원인이라고 할 수 없는 것은? 2번 지문 (정답) : 사건에 대하여 감정인이었던 경우 2번 지문 해설 : 심판관의 제척원인이다. 이라고 나와있는데요, 제척원인보다 기피원인이 포괄적이라면 모든 제척원인은 기피원인이어야하는 것 아닌가요?","기피원인이 포괄적이라는 것은 맞는데, 제척원인과 기피원인은 구분되어야 합니다. 제척원인에 해당하면 법률상 당연히 배척되지만, 기피원인에 해당한다고 하여 당연히 배척되지 않고, 신청과 결정에 의해 배제된다는 점에서 차이가 있기 때문입니다. 열공하세요~","답변 감사드립니다. 아직 이해가 잘 안되는 부분이 있어서 하나만 더 여쭤볼게요ㅠㅠ 변리사님 답변에 따르면 같은 이유가 제척원인도 될 수 있고 기피원인도 될 수 있다는건데, 그럼 둘을 어떻게 구분해야 할까요?","제척원인은 제한열거적이고, 기피원인은 그렇지 않습니다. 심판의 공정을 기대하기 어려운 사정 이외에, 제한열거적인 제척원인 이외의 것을 기피원인이라고 보면 됩니다. 따라서, 같은 이유가 제척원인이 될 수도 있고 기피원인이 될 수도 있다는 것은 틀린 명제입니다.",17.12.17
특허법,조문,133의2,"[133의2③, 137④] 무효심판중 or 정정무효심판중 or 취소신청절차중 정정청구시 부본송달 여부",무효심판中 정정청구를 하면 심판장이 정정청구서 부본을 무효심판청구인에게 송달해주고(133의2③) 정정무효심판中 정정청구의 경우에는 정정무효심판청구인에게 정정청구서 부본을 송달해주는데요(137④ 준용 133의2③) 특허취소신청절차 중 특허권자가 정정청구를 하면 특허취소신청인에게 정정청구에 관한 사실 (ex 정정청구서 부본)을 통지해준다는 규정이 없는 것 같은데요. 취소신청절차는 결정계라서 취소신청인에게 특허권자의 정정청구서 부본을 송달해주지 않는건가요? 아니면 제가 못찾고 있는걸까요;;,통지해 주지 않습니다. 일단 취소이유가 있어 의견제출기회를 부여한 후부터는 특허청과 특허권자 사이의 절차로 전환됩니다. 열공하세요~, ,,17.12.18
특허법,문제,135조,[135] 권리범위확인심판 독립항과 종속항의 확인대상발명특정,"안녕하세요 임병웅 변리사님! 특객에 있는 기출을 풀다가 혼란스러운게 있어서 질문드립니다!! 12년도 기출 2번문항에 [확인대상발명의 설명서에 특허발명의 구성요소와 대응하는 구체적인 구성이 일부 기재되어 있지 않거나 불명확한 부분이 있다면, 나머지 구성만으로 확인대상발명이 특허발명의 권리범위에 속하는지 여부를 판단할 수 있더라도 확인대상발명은 특정되어 있다고 볼 수 없다. ] 라고 되어있고 저는 독립항과 독립항의 관계(2010후3356)만 고려해서 맞다고 생각했더니 해설에 종속항과 독립항의 관계(2010후296)일때까지 모두 고려해야한다고 나와있더라구요! 그리고 16년도 기출을 보니 2번문항에 [확인대상발명의 특정에 미흡함이 있다면 심판의 심결이 확정되더라도 일사부재리의 효력이 미치는 범위가 명확하다고 할 수 없으므로 나머지 구성만으로 확인대상 발명이 특허발명의 권리범위에 속하는지 여부를 판단할 수 있는 경우라 하더라도 심판청구를 각하하여야 한다.] 라고 되어있어서 이번에는 독립항과 독립항, 독립항과 종속항의 관계까지 모두 고려해서 옳지 않다고 생각했더니 해설에는 독립항과 독립항의 관계일때의 판례번호가 써있더라구요 ㅠㅠ 두 기출문항의 차이점과 사실관계가 다른 두개의 판례를 저 문항만으로 어떻게 구분할수 있는지 알수 있을까요? 답변 미리감사드립니다 ㅎㅎ","안녕하세요? 사실관계가 나와 있지 않은 상태에서 판례의 요지만 가지고 구분할 수 없습니다. 따라서, 상대적으로 문제풀이를 하는 수밖에 없습니다. 열공하세요~", ,,17.12.19
특허법,문제,135조,"[135,6,7] 객관식문제집 질문드립니다.","안녕하세요 임병웅 변리사님! 특허객관식 문제집을 풀다가 궁금한게 생겨 질문드립니다. 1. 특허객관식 779번 3번 보기에서 요지변경이 되지 아니하는 범위 내에서 확인대상발명의 설명서 및 도면에 대한 보정을 명하는 드으이 조치를 취해야 한다고 되어있는데, 책 1055p (3)에서 확인대상발명의 설명서 또는 도면에 대하여 보정하는 것은 요지변경이 되더라도 허용한다고 나와있다고 되어있어서 질문드립니다. 즉, 만약 779번 보기 3번에서 요지변경이 되지 않는 범위는 물론이고, 요지변경이 아니어도 허용되는게 맞나요?? 2. 특허객관식 802번 ㄱ보기 질문입니다. 특허무효심판에서 무효심결 확정된 경우 소급 사라지므로 일사부재리 원칙이 적용될 여지가 없다고 하는데, 이 보기가 후발적 무효인 경우에도 똑같이 적용되는게 맞는건가요? 또한, 어쨋든 일사부재리가 무효심판에서 적용이 되는데, 그렇다면 특허무효심판에서 일사부재리가 적용되는 경우는, 기각됐을때에만 적용되는건가요?(인용됐을땐 사라지므로) 3. 특허객관식 806번 4번보기 질문입니다. 짧은데도 꼼꼼히 못봐서 그런지 4번 보기가 왜 틀렸는지 잘 모르겠습니다.(답은3번) 해설을 봐도 마찬가지구요. 정정무효심판에서 기각심결이 확정되면 일사부재리로 해설에서와 같이 동일사실, 증거에 의해 동일 사실 및 동일증거에 의해 동일 무효심판을 청구할 수 없는게 맞지 않나요? 질문이 길어 죄송합니다. 추운 날씨 몸 건강하시기 바랍니다. 감사합니다.","1. 법 제140조제2항제3호는 적극적 심판에서 확인대상발명을 실시주장발명과 일치시키는 보정만 요지변경이라도 허용된다는 것인데, 항상 허용되는 것으로 착각하고 있네요. 2. 네 3. 4번 지문을 올려 주세요. 질문 규칙에 맞지 않습니다. 열공하세요~", ,,17.12.20
특허법,문제,163조,[163] 질문 다시 올리겠습니다!,"안녕하세요 임병웅 변리사님 객관식 문제풀이 중 헷갈리는 부분이 생겨 질문드립니다. 3. 특허객관식 806번 4번보기 질문입니다. 4번 보기: 정정무효심판에서 기각심결이 확정되면 누구든지 동일사실 또는 동일증거에 의해 동일한 무효심판을 청구할 수 없다. 4번 해설: 기각심결이 확정된 경우에 정정은 유지된다. 이 경우 누구든지 동일 사실 및 동일증거에 의해 동일한 무효심판을 청구할 수 없으며 동일한 무효심판을 청구한 경우 심결각하된다. 짧은데도 꼼꼼히 못봐서 그런지 4번 보기가 왜 틀렸는지 잘 모르겠습니다.(답은3번) 해설을 봐도 마찬가지구요. 정정무효심판에서 기각심결이 확정되면 일사부재리로 해설에서와 같이 동일사실, 증거에 의해 동일 사실 및 동일증거에 의해 동일 무효심판을 청구할 수 없는게 맞지 않나요? 답변해주시면 감사드리겠습니다! 저작자 표시컨텐츠변경비영리","안녕하세요? 법조문 공부가 제대로 되어 있지 않은 것 같습니다. 동일사실 <또는> 동일증거가 아니라 동일사실 <및> 동일증거입니다. 제목도 제163조이어야 하는데, 법조문을 잘못 기재했네요. 수정해 주세요. 마지막으로 동일한 질문이 아래 있으니 먼저 검색해 보면 좋을 것 같네요", ,,17.12.21
특허법,조문,136조,[136②(1)]136조2항1호 단서관련 질문,"안녕하세요. 136조2항1호 단서관련 질문입니다. 먼저 136조2항1호 단서는 아래 사진과 같습니다. 질문 1. 136조2항1호 단서는 136조2항1호 본문보다는 136조2항2호의 내용과 좀 더 관련된 내용이므로 136조2항2호의 단서로 위치시키는 것이 좀 더 자연스러울 것 같은데 왜 136조2항1호 단서로 제정되었는지 궁금합니다. 질문 2. 특허취소신청, 특허무효심판, 정정의 무효심판이 대법원에 계속 중인 때에도 정정심판 청구가 가능한 것으로 알고 있는데, 이는 136조2항의 반대해석상 도출되는 내용인가요? 이상입니다. 바쁘시겠지만 답변 부탁드릴게요. 고맙습니다.",안녕하세요? 1. 취소신청과 무효심판의 동시에 계속중일 경우이므로 제1호단서/제2호단서 어디에 위치해도 상관없을 것 같습니다. 2. 잘못 알고 있습니다. 취소신청과 무효심판의 동시에 계속 중일 때에는 제1호단서의 기간내에만 정정심판을 청구할 수 있습니다. 열공하세요~, ,,17.12.22
특허법,조문,165조3항,[165조 3항] 심판비용액의 결정,심판비용액은 심결 또는 결정이 확정된 후 당사자의 청구에 따라 특허심판원장이 결정한다. 라고 되어있는데 당사자의 청구가 없으면 심판장이 누가 부담하는지와 액수까지 다 결정하는 것인가요?,"당사자가 비용을 필요로 하지 않는다고 하는데, 굳이 결정해 줄 필요가 없겠죠~", ,,17.12.23
특허법,조문,165조,(165조) 심판비용,"임변리사님 안녕하세요, 위 각주23)의 내용에 의문이 가는 점이 있어 질문드리려 합니다. 각주23)은 청구인(비권리자)가 승소한 경우를 예로 들고 있는데, 저는 소극적 권리범위확인심판에서 확인대상발명에 대해 다투지 않기로 한 경우라면, 아래의 각주35)에서와 같이 권리범위확인심판에서의 이해관계가 사라졌다고 보아서 심결각하를 받는 것이 아닌지가 긍금합니다.","안녕하세요? 이지특허법 이해관계인 파트에 기술된 내용을 그대로 적습니다. 확인대상발명이 특허권의 권리범위에 속하지 않는다는 점에 관하여는 아무런 다툼이 없는 경우라면, 그러한 확인대상발명을 심판대상으로 하는 소극적 권리범위확인심판은 심판청구의 이익이 없어 허용되지 않는다. 다만, 이와 같이 다투지 않는 것이 명백한 경우를 제외하고는 본안심리를 하게 된다. 예를 들어 ⅰ) 과거 다툰 사실이 있으나 다투지 않는다는 의사표시를 한 경우, ⅱ) 피청구인(권리자)로부터 대응이 없는 경우(다투지 않는다는 의사를 확인할 수 없으면, 심판에서는 자백 간주가 적용되지 않음)에는 본안심리를 하게 된다.", ,,17.12.23
특허법,문제,170조,[170] 거절결정불복심판에서의 보정,"임변리사님 안녕하세요, 거불심 공부 중 궁금한 점이 있어 질문드립니다. 1. 170조에서는 47조본문을 준용하고 있지는 않은데요, 그럼 출원인은 거절결정받은 후에 거불심 청구할때까지는 보정하지 못하고, 본안심리에서 최초거절이유를 받은 후에 처음으로 보정할 수 있게 되는 것인가요? 2. 다음은 1번 지문은 틀린 지문인데, 이 지문에서 말하는 보정각하결정이란 게 거불심단계에서 심판관이 한 보정각하결정을 말하는 게 맞나요? 저는 처음에 '심사단계에서의 보정각하결정'을 말하는 것인가 생각했었습니다..","안녕하세요? 1. 심판단계에서는 최초부터 통지되는 것이 아니라, 최후부터 통지될 수도 있습니다. 이 때 의견서 제출기간내에만 보정할 수 있습니다. 2. 보정각하가 틀린 것이 아니라 거절결정이 틀린 것입니다. 심판에서는 법 제170조제1항에서 제62조를 준용하지 않기 때문에 거절결정을 할 수 없습니다.", ,,17.12.23
특허법,문제,133조,[133]무효심결 확정과 관련하여,안녕하세요 임변리사님. 객관식문제집 등에서 무효심판에서 무효심결이 확정되어 특허권이 소멸하면 처음부터 없던것으로 본다 이 지문이 의심의 여지없이 맞는 지문이라고 나와있어 해설도 안 써있는 경우가 많은데 후발적 무효사유로 심결확정되어 소멸한경우도 저 표현을 쓸 수 있나요? 감사합니다,안녕하세요? 후발적 사유는 당연히 틀린 지문입니다. 객관식은 상대적으로 문제에 접근해야 합니다. 즐거운 크리스마스되세요~, ,,17.12.24
특허법,조문,141조,[ 141 ] 심판청구서 등의 각하,안녕하세요? 법조문 읽다 해석이 잘 안되어 질문드립니다. 141조 2항을 보면 ' 심판장은 제1항에 따른 보정명령을 받은 자가 지정된 기간에 보정을 하지 아니하거나 보정한 사항이 제140조제2항 또는 제 140조의2제2항을 위반한 경우에는 심판청구서 또는 해당 절차와 관련된 청구나 신청 등을 결정으로 각하하여야 한다.' 라고 적혀있습니다. 그렇다면 예를 들어 심판장이 140조3항에 따라 보정명령을 하면 140조제2항에 요지변경 예외에 적혀있지 않아 140조제2항 위반이 되어 140조 3항에 따라 설명서와 도면을 첨부하면 요지변경으로 보고 보정각하가 되는건가요? 아니면 심판장이 보정명령한 부분에 대해서 보정을 한다면 요지변경으로 보지 않는건가요? 행복한 크리스마스 보내세요~~~,안녕하세요? 심판청구서의 보정은 요지변경일 수도 있고 아닐 수도 있습니다. 이는 심판절차의 지연을 초래하거나 피청구인의 방어권 행사를 곤란하게 할 염려가 있는지 여부에 따라 판단을 해야 합니다. 기본서를 한 번 정독해 보세요~,기본서 다시 한 번 읽어도 잘 이해가 되지 않아 다시 질문드려요... 140조2항과 140의2 2항을 보면 요지변경이 아닌 경우를 나열하고 있습니다. 만약 140조 3항을 사유로 보정명령을 하였다면 설명서와 필요한 도면을 첨부해야 할텐데 이것이 나열한 경우에 포함이 안되어 요지변경이 되는지 궁금합니다~~ 140조2항 또는 140의2 2항에 나열된 경우 이외에도 요지변경이 아닌경우가 있는건가요?,"전혀 잘못 이해하고 있습니다. 기본서를 보면 원칙은 요지변경이 아니면 허용되나, 예외적으로 법 제140조제2항, 제140조의2제2항은 요지변경이라도 항상 허용이 된다고 기술되어 있습니다. 즉, 법 제140조제2항, 제140조의2제2항은 항상 허용되는 경우이고, 그 이외에는 요지변경이 아닌 경우에 허용됩니다. 문의한 내용도 일률적으로 한꺼번에 얘기할 수 없습니다. 법 제140조제3항 위반이 허용될지 안될지는 요지변경여부에 따라 달라지기 때문입니다. 다만, 꼭 알고싶은 내용이 첨부하지 않았다가 첨부하는 보정이 허용되느냐는 것이라면 요지변경이기 때문에 허용되지 않습니다.",17.12.25
특허법,문제,140조,[140] 요지변경 질문드립니다.,"안녕하세요. 변리사님 지난 2회 한빛모의고사에서 요지변경에 관한 보기에 의문이 들어 질문드립니다. 7번) 심판에 대한 설명 중 옳지 않은 것은? 에 대한 1번 보기였는데요. 1. 청구취지에 대한 보정은 요지변경으로 인정되지 않으나, 청구이유의 보정은 요지변경의 대상이 되지 않는다. 이는 실용신안법상 심판에서도 마찬가지이다. 라고 하여 맞는 보기였습니다. 취지에 대한 보정은 요지변경으로 알고 있었고 이지특허법의 본문의 표현을 빌려보아도 '<청구의 취지>란 심판청구인이 어떠한 심결을 구하는 가를 특정하여 요구하는 것을 말한다 하였고 이를 변경하게 되면 청구자체를 변경하는 것이 되어 이는 허용될 수 없다. 예를 들어 정정무효심판의 청구를 특허무효심판의 청구로 하는 보정은 요지변경이다.'라고 합니다. 저 보기를 어떤 의미에서 파악해야 하는지 궁금합니다. 감사합니다. 저작자 표시컨텐츠변경비영리","안녕하세요? 청구취지가 대한 보정은 요지변경이 되지 아니한 범위내에서 인정되는 것이고, 무조건 요지변경이 아닙니다. 1번은 틀린 지문이네요. 기본서를 다시 정독해 보세요~", ,,17.12.26
특허법,조문,132의17,"[ 132의17 ] 거절결정불복심판 객관식 716, 753","안녕하세요? 객관식문제 풀다 두 보기가 서로 다른 말을 하고 있어 질문드립니다. 두가지 질문드릴게요~ 1.객관식716 보기1번 보정각하결정이 있었던 경우에는 거절결정불복심판을 담당하는 심판관은 심사단계와 다른 새로운 거절이유를 발견하면 의견서 제출기회를 주어야 한다. (올바르게 제가 고쳤습니다.) 질문: 이 지문에서 '보정각하결정이 있었던 경우'로 한정하고 있는데 이 한정하는 말을 빼고 '어느경우든'을 넣어도 맞는 문장이 되는건가요? 2.객관식 753번 보기 4번 특허거절결정의 이유 중에 심사관이 통지하지 않는 거절이유가 일부 포함되어 있다 하더라도, 특허거절결정에 대한 심판청구를 기각하는 심결이유가 심사관이 통지하지 아니한 거절이유를 들어 특허거절결정을 유지하는 것이 아니라면, 그와 같은 사유만으로 심결이 위법하다고는 할 수 없다. 질문: 심사관이 통지하지 않는 거절이유가 포함되어있으면 새로운 거절이유이고 원래는 이 경우에 의견서 제출기회를 주어야 하는데 바로 기각심결을 했다고 해도 심결이 위법하지는 않다. 이렇게 이해하면 되는건가요? 좋은 하루 보내세요~~","안녕하세요. 1. 법 제170조제2항 한 번 읽어 보세요. 다만, 원거절이유가 해소됨을 전제로 합니다. 2. 원거절이유가 해소되지 않았기 때문에 새로운 거절이유가 있는지 여부는 상관없다는 것이 판례의 요지입니다. 열공하세요~", ,,17.12.26
특허법,조문,164조,164조 (소송과의 관계)에서 심사-심판-소송 사이의 중지에 대한 질문입니다.,"164조 (1항)심판에 필요한 경우 다른심판이나 소송이 끝날때까지 심판장의 직권 또는 당사자의 신청으로 심판절차를 중지할 수 있고 (2항)소송에 필요한 경우 심판이 끝날때까지 법원의 직권 또는 당사자의 신청으로 소송절차를 중지할 수 있다. 78조 (1항)심사에 필요한 경우 심판이나 소송이 끝날때까지 심사절차를 중지할 수 있고 (2항)소송에 필요한 경우 심사가 끝날때(특허여부결정)까지 법원은 소송절차를 중지할 수 있다 고 합니다 심판,소송에 의해 심사 중지, 소송에 의해 심판 중지, 심사, 심판에의해 소송의 중지 이렇게는 조문으로 규정되어 있는데 심사에 의해 심판이 중지되는 경우는 규정되어있지 않습니다. 변리사님 강의시간 때 심사에 의해 심판이 중지되는 경우가 있었던 것 같은데, 조문과 관계없이 강의노트 38페이지 그림처럼 심사에 의해 심판이 중지되는 경우도 있는 것으로 알고 있어도 괜찮을까요?","네. 이를 배척할 이유가 없습니다. 다만, 법조문에 명시하는 것이 좋을 것 같은데 약간 아쉬운 부분이네요. 열공하세요~", ,,17.12.27
특허법,조문,132조의17,[132조의17] 거절결정 확정일,"안녕하세요 임병웅 변리사님 :) 거절결정확정일에 대해서 출원인이 거절결정 등본을 송달 '받은 후' 거불심 또는 재심사 청구가 없이 30일이 지나야 거절결정이 확정될 것 같다고 생각을 하는데요, 출원인이 송달 '받은' 날에 대한 명시가 없이, 그냥 '송달된' 날짜만 주고서 거절결정확정일을 계산하라는 지문들이 있어서 거절결정의 확정은 언제 되는 것인가에 대한 질문을 드립니다. 그리고 만약 거절결정확정일이 심사관이 거절결정등본을 송달한 날부터 부터 30일이라면(출원인이 아무런 불복 조치를 취하지 않았다는 가정하에), 출원인은 거절결정등본을 송달 '받은' 날 부터 30일 이내에 거절결정불복심판을 청구할 수 있다는 132조의17의 조문 내용을 어떻게 받아 들여야 하는지도 질문드립니다. 출원인이 송달된 등본을 송달일보다 몇 일 더 늦게 받을 수도 있는 거니까요 변리사님의 강의 자료에도 그냥 송달된 날 만으로 거절결정확정일을 계산하는 부분이 있어서 첨부합니다.","안녕하세요? 단어의 의미를 모르고 있습니다. 송달은 한자로, 送(보낼송), 達(도달할 달) 입니다. 즉, 보내서 도달한다는 의므로 특별한 언급이 없으면 도달한 날을 기준으로 합니다. 열공하세요~", ,,18.01.02
특허법,문제,133조,[133] 객관식 762번 질문입니다.,안녕하세요. 특허 객관식 762번 보기2) 이해관계가 없는 제3자가 을의 특허등록에 대하여 특허법 제33조제1항 본문 위반을 원인으로 한 무효심판을 청구할 수 있는 경우는 없다. 해설) 특허법 제33조제1항 본문 위반을 원인으로 한 무효심판청구는 이해관계인 중 특허를 받을 수 있는 권리를 가진 자 또는 심사관이 할 수 있다. 사안에서는 갑이 아닌 제3자가 무효심판을 청구할 수 없다. 조문 상으로는 “이해관계인(제2호 본문의 경우에는 특허를 받을 수 있는 권리를 가진 자만 해당한다) 또는 심사관”으로 구분하여 표현해서 심사관은 이해관계인이 아닌 이해관계가 없는 제3자로 볼 수도 있을 것 같은데 지문과 해설 상으론 “이해관계 없는 제3자는 청구할 수 없다”는 표현을 봐선 심사관은 이해관계인과는 구분시키되 제3자는 아닌것으로 해석됩니다. 어떤게 정확한 표현인지 헷갈려서 질문드립니다!,"안녕하세요? 보는 관점에 따라서 심사관도 제3자가 될 수 있습니다. 다만, 문제는 상대적으로 풀어야 합니다. 열공하세요~", ,,18.01.02
특허법,조문,136조,[제136조] 제2항 제1호 단서 질문드립니다.,조문을 읽어봐도 그리고 저번에 질문드렸던 내용에 의하면 특허취소신청 절차가 심판원에 계속 중이라도 무효심판 절차가 특허법원에 계속 중이라면 정정심판을 청구할 수 있는 것으로 알고 있습니다. 위 그림은 이지특허법 추록에 있는 내용을 직접 그려본 것인데 빨간 줄 그어진 부분도 오른쪽 괄호내용과 같이 정정심판이 가능하다는 내용이 추가되어야 맞는 것이 아닌가요? 위 사진은 도해특허법에 있는 표를 사진 찍은 것인데 빨간줄 그어진 부분도 정정심판청구의 네 번째 칸과 같이 세모로 표시되고 무효심판 절차가 무효인 경우 정정심판청구가 가능하다고 되어야하는 것이 아닌가 궁금합니다. 답변 부탁드리겠습니다. 감사합니다.,"안녕하세요? 추가되는 것이 맞습니다. 특허청에서 배포한 개정법 설명자료를 토대로 그림을 그렸는데, 개정법 설명자료가 틀렸네요. 생각해보면, 취소신청이 심판원에 계속 중인데 무효심판에 대한 심결취소의 소가 계속 중인 경우는 거의 상정하기 어렵기 때문인 것 같습니다. 열공하세요~", ,,18.01.02
특허법,조문,164조,[제164조] 소송과의 관계 질문드립니다.,제164조 제1항 심판장은 '심판'에서 필요하면 직권 또는 당사자의 신청에 따라 그 심판사건과 관련되는 특허취소신청에 대한 결정 또는 다른 심판의 심결이 확정되거나 소송절차가 완결될 때까지 그 절차를 중지할 수 있다. 여기서 '심판'에는 특허취소신청이 포함되는지 포함되지 않는다면 특허취소신청 절차는 다른 절차와의 관계에서 중지될 수 없는지 궁금합니다. 감사합니다.,포함되지 않습니다. 법 제132조의15를 한 번 읽어 보세요~, ,,18.01.02
